PriceList,Catalog,GradeGroup,Price
EQ3 EXW CA v4,37216-S3,300,4200.0
EQ3 EXW CA v4,37216-S3,400,5800.0
EQ3 EXW CA v4,37216-S3,500,7400.0
EQ3 EXW CA v4,37216-S3,600,9000.0
EQ3 EXW CA v4,37216-S3,700,10600.0
EQ3 EXW CA v4,37216-S3,800,12200.0
EQ3 EXW US v4,30216-01,10,270
EQ3 EXW US v4,30216-01,20,315.0
EQ3 EXW US v4,30216-01,30,360.0
EQ3 EXW US v4,30216-01,40,405.0
EQ3 EXW US v4,30216-01,50,450.0
EQ3 EXW US v4,30216-01,60,495.0
EQ3 EXW US v4,30216-01,F,630.0
EQ3 EXW US v4,30216-01,I,675.0
EQ3 EXW US v4,30216-02,10,720
EQ3 EXW US v4,30216-02,20,765.0
EQ3 EXW US v4,30216-02,30,810.0
EQ3 EXW US v4,30216-02,40,855.0
EQ3 EXW US v4,30216-02,50,900.0
EQ3 EXW US v4,30216-02,60,945.0
EQ3 EXW US v4,30216-02,F,1080.0
EQ3 EXW US v4,30216-02,I,1125.0
EQ3 EXW US v4,30216-03,10,1170
EQ3 EXW US v4,30216-03,20,1215.0
EQ3 EXW US v4,30216-03,30,1260.0
EQ3 EXW US v4,30216-03,40,1305.0
EQ3 EXW US v4,30216-03,50,1350.0
EQ3 EXW US v4,30216-03,60,1395.0
EQ3 EXW US v4,30216-03,F,1530.0
EQ3 EXW US v4,30216-03,I,1575.0
EQ3 EXW US v4,30216-04,10,1620
EQ3 EXW US v4,30216-04,20,1665.0
EQ3 EXW US v4,30216-04,30,1710.0
EQ3 EXW US v4,30216-04,40,1755.0
EQ3 EXW US v4,30216-04,50,1800.0
EQ3 EXW US v4,30216-04,60,1845.0
EQ3 EXW US v4,30216-04,F,1980.0
EQ3 EXW US v4,30216-04,I,2025.0
EQ3 EXW US v4,30216-24,10,2070
EQ3 EXW US v4,30216-24,20,2115.0
EQ3 EXW US v4,30216-24,30,2160.0
EQ3 EXW US v4,30216-24,40,2205.0
EQ3 EXW US v4,30216-24,50,2250.0
EQ3 EXW US v4,30216-24,60,2295.0
EQ3 EXW US v4,30216-24,F,2430.0
EQ3 EXW US v4,30216-24,I,2475.0
EQ3 EXW US v4,30216-S3,10,2520
EQ3 EXW US v4,30216-S3,20,2565.0
EQ3 EXW US v4,30216-S3,30,2610.0
EQ3 EXW US v4,30216-S3,40,2655.0
EQ3 EXW US v4,30216-S3,50,2700.0
EQ3 EXW US v4,30216-S3,60,2745.0
EQ3 EXW US v4,30216-S3,F,2880.0
EQ3 EXW US v4,30216-S3,I,2925.0
EQ3 EXW US v4,37216-01,100,500.0
EQ3 EXW US v4,37216-01,200,1000.0
EQ3 EXW US v4,37216-01,300,1500.0
EQ3 EXW US v4,37216-01,400,2000.0
EQ3 EXW US v4,37216-01,500,2500.0
EQ3 EXW US v4,37216-01,600,3000.0
EQ3 EXW US v4,37216-01,700,3500.0
EQ3 EXW US v4,37216-01,800,4000.0
EQ3 EXW US v4,37216-02,100,550.0
EQ3 EXW US v4,37216-02,200,1250.0
EQ3 EXW US v4,37216-02,300,2000.0
EQ3 EXW US v4,37216-02,400,2750.0
EQ3 EXW US v4,37216-02,500,3500.0
EQ3 EXW US v4,37216-02,600,4250.0
EQ3 EXW US v4,37216-02,700,5000.0
EQ3 EXW US v4,37216-02,800,5750.0
EQ3 EXW US v4,37216-03,100,600.0
EQ3 EXW US v4,37216-03,200,1150.0
EQ3 EXW US v4,37216-03,300,1800.0
EQ3 EXW US v4,37216-03,400,2450.0
EQ3 EXW US v4,37216-03,500,3100.0
EQ3 EXW US v4,37216-03,600,3750.0
EQ3 EXW US v4,37216-03,700,4400.0
EQ3 EXW US v4,37216-03,800,5050.0
EQ3 EXW US v4,37216-04,100,650.0
EQ3 EXW US v4,37216-04,200,1200.0
EQ3 EXW US v4,37216-04,300,1900.0
EQ3 EXW US v4,37216-04,400,2600.0
EQ3 EXW US v4,37216-04,500,3300.0
EQ3 EXW US v4,37216-04,600,4000.0
EQ3 EXW US v4,37216-04,700,4700.0
EQ3 EXW US v4,37216-04,800,5400.0
EQ3 EXW US v4,37216-24,100,700.0
EQ3 EXW US v4,37216-24,200,1250.0
EQ3 EXW US v4,37216-24,300,2000.0
EQ3 EXW US v4,37216-24,400,2750.0
EQ3 EXW US v4,37216-24,500,3500.0
EQ3 EXW US v4,37216-24,600,4250.0
EQ3 EXW US v4,37216-24,700,5000.0
EQ3 EXW US v4,37216-24,800,5750.0
EQ3 EXW US v4,37216-S3,100,750.0
EQ3 EXW US v4,37216-S3,200,1300.0
EQ3 EXW US v4,37216-S3,300,2100.0
EQ3 EXW US v4,37216-S3,400,2900.0
EQ3 EXW US v4,37216-S3,500,3700.0
EQ3 EXW US v4,37216-S3,600,4500.0
EQ3 EXW US v4,37216-S3,700,5300.0
EQ3 EXW US v4,37216-S3,800,6100.0
